,0
SR_Number,1-364285768
Status,-99.27240185685115
ACTIVITY,148.17620610762836
Involved_ST_Function_Div,54.75166216846676
Involved_Org_line_3,188.7645676737231
Involved_ST,199.37181036757121
SR_Latest_Impact,971.6536129998685
Product,750.2555808954954
Country,2389.6879798287846
Owner_Country,-81.24245650238171
time_from_start,-541.728287588132
time_from_previous_event(start),19.297375105630042
daytime,15457.168695462942
weekday,-65.92959666187315
# ACTIVITY=In Progress,12.392655554979951
# ACTIVITY=Awaiting Assignment,-82.8060794794647
# ACTIVITY=Resolved,7.748588686168109
# ACTIVITY=Wait - User,11.209556196887007
# ACTIVITY=Wait - Implementation,1.0543826022405725
# ACTIVITY=Assigned,70.71818988087229
# ACTIVITY=Wait,3.3439509291119074
# ACTIVITY=Wait - Vendor,55.504123708530514
# ACTIVITY=Closed,0.9985707682928446
# ACTIVITY=In Call,2.4650241793312397
# ACTIVITY=Wait - Customer,0.4240314658861464
