,0
SR_Number,1-522528740
Status,-151.29935459649988
ACTIVITY,117.92679578221693
Involved_ST_Function_Div,44.13814419063713
Involved_Org_line_3,222.8211028220221
Involved_ST,-22.716085798473582
SR_Latest_Impact,763.194604802118
Product,314.79585920763253
Country,2741.841017988146
Owner_Country,83.19791971675447
time_from_start,-673.0668373258976
time_from_previous_event(start),3.294536866567801
daytime,14844.644792272906
weekday,-47.39536875031554
# ACTIVITY=In Progress,28.142808397563233
# ACTIVITY=Awaiting Assignment,41.56680689563908
# ACTIVITY=Resolved,2.8567964358621527
# ACTIVITY=Wait - User,9.434481820366017
# ACTIVITY=Wait - Implementation,1.066286761670977
# ACTIVITY=Assigned,43.985845133347745
# ACTIVITY=Wait,3.105199977090474
# ACTIVITY=Wait - Vendor,39.13021755365968
# ACTIVITY=Closed,2.174372903513709
# ACTIVITY=In Call,-0.5685946750310493
# ACTIVITY=Wait - Customer,0.511452403607942
