,0
SR_Number,1-523391859
Status,-183.44484989460483
ACTIVITY,137.2704069336747
Involved_ST_Function_Div,121.70849115238313
Involved_Org_line_3,-22.858761918419237
Involved_ST,153.49536065214403
SR_Latest_Impact,828.2962493231877
Product,571.6536402469703
Country,633.9206824841448
Owner_Country,-238.0882070167528
time_from_start,-327.46594380715817
time_from_previous_event(start),17.921539134233377
daytime,15775.185587549751
weekday,-118.16225827119474
# ACTIVITY=In Progress,47.418503687701595
# ACTIVITY=Awaiting Assignment,13.688349758752087
# ACTIVITY=Resolved,3.3933721608976644
# ACTIVITY=Wait - User,14.222883300974496
# ACTIVITY=Wait - Implementation,-0.18026487202999514
# ACTIVITY=Assigned,74.59056228740509
# ACTIVITY=Wait,-2.0687040385835567
# ACTIVITY=Wait - Vendor,41.742162494359974
# ACTIVITY=Closed,27.126399283668817
# ACTIVITY=In Call,3.945199768580602
# ACTIVITY=Wait - Customer,0.30813718859023714
