,0
SR_Number,1-536444735
Status,-128.31622289366763
ACTIVITY,119.18774902007922
Involved_ST_Function_Div,-28.224139623586474
Involved_Org_line_3,163.084107638946
Involved_ST,79.12767125558793
SR_Latest_Impact,684.5689863250097
Product,-227.52834694339114
Country,1964.1228713248613
Owner_Country,-41.744789665257116
time_from_start,-681.8901495987626
time_from_previous_event(start),1.6587636471638922
daytime,14650.963260756913
weekday,-47.67333438154837
# ACTIVITY=In Progress,-12.05847841375325
# ACTIVITY=Awaiting Assignment,24.016268388309626
# ACTIVITY=Resolved,1.1402600170907236
# ACTIVITY=Wait - User,3.735232868103131
# ACTIVITY=Wait - Implementation,1.0570769992087283
# ACTIVITY=Assigned,36.79599643998876
# ACTIVITY=Wait,0.5328520240663802
# ACTIVITY=Wait - Vendor,40.0500094859633
# ACTIVITY=Closed,1.2595851707438084
# ACTIVITY=In Call,-1.5585187830289526
# ACTIVITY=Wait - Customer,0.4374864976795578
