,0
SR_Number,1-504538555
Status,-130.60705476280003
ACTIVITY,160.01188052982818
Involved_ST_Function_Div,-23.332259483981243
Involved_Org_line_3,155.16193709498904
Involved_ST,66.91358213330136
SR_Latest_Impact,1127.016650762774
Product,1529.2400653264865
Country,3295.6450719885815
Owner_Country,42.47850618588353
time_from_start,-617.7260023653944
time_from_previous_event(start),4.594587409775105
daytime,15783.504251884833
weekday,-56.10898977219416
# ACTIVITY=In Progress,38.44624099351474
# ACTIVITY=Awaiting Assignment,-52.27931236261714
# ACTIVITY=Resolved,4.5011764835013786
# ACTIVITY=Wait - User,11.331282887451973
# ACTIVITY=Wait - Implementation,1.0637891347708839
# ACTIVITY=Assigned,91.7928829984986
# ACTIVITY=Wait,4.180236301512214
# ACTIVITY=Wait - Vendor,65.77021240622317
# ACTIVITY=Closed,0.8715252505753884
# ACTIVITY=In Call,1.384778914430544
# ACTIVITY=Wait - Customer,0.4293937839595552
