,1
SR_Number,1-731113654
Status,Accepted
ACTIVITY,In Progress
Involved_ST_Function_Div,A2_4
Involved_Org_line_3,Org line A2
Involved_ST,V36 3rd
SR_Latest_Impact,High
Product,PROD578
Country,fr
Owner_Country,France
time_from_start,1.557
time_from_previous_event(start),1.557
daytime,42883.486
weekday,Friday
# ACTIVITY=In Progress,1
# ACTIVITY=Awaiting Assignment,0
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
