,6
SR_Number,1-732124409
Status,Queued
ACTIVITY,Awaiting Assignment
Involved_ST_Function_Div,missing
Involved_Org_line_3,Org line V11
Involved_ST,V49
SR_Latest_Impact,Medium
Product,PROD436
Country,be
Owner_Country,INDIA
time_from_start,65.827
time_from_previous_event(start),0.111
daytime,43023.372
weekday,Friday
# ACTIVITY=In Progress,4
# ACTIVITY=Awaiting Assignment,2
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
