,7
SR_Number,1-732081952
Status,Accepted
ACTIVITY,In Progress
Involved_ST_Function_Div,A2_1
Involved_Org_line_3,Org line A2
Involved_ST,D4
SR_Latest_Impact,Medium
Product,PROD235
Country,se
Owner_Country,POLAND
time_from_start,7.409
time_from_previous_event(start),2.072
daytime,42960.318
weekday,Friday
# ACTIVITY=In Progress,4
# ACTIVITY=Awaiting Assignment,3
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
