,6
SR_Number,1-730997865
Status,Queued
ACTIVITY,Awaiting Assignment
Involved_ST_Function_Div,E_10
Involved_Org_line_3,Org line B
Involved_ST,G230 2nd
SR_Latest_Impact,Low
Product,PROD749
Country,in
Owner_Country,POLAND
time_from_start,170.858
time_from_previous_event(start),3.037
daytime,43049.041
weekday,Friday
# ACTIVITY=In Progress,4
# ACTIVITY=Awaiting Assignment,1
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,1
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
