,5
SR_Number,1-731073050
Status,Completed
ACTIVITY,Resolved
Involved_ST_Function_Div,V3_2
Involved_Org_line_3,Org line C
Involved_ST,S49
SR_Latest_Impact,Medium
Product,PROD455
Country,se
Owner_Country,Sweden
time_from_start,69.727
time_from_previous_event(start),0.005
daytime,42950.066
weekday,Friday
# ACTIVITY=In Progress,3
# ACTIVITY=Awaiting Assignment,1
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,1
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
