,9
SR_Number,1-718100518
Status,Accepted
ACTIVITY,Assigned
Involved_ST_Function_Div,V3_2
Involved_Org_line_3,Org line C
Involved_ST,N38
SR_Latest_Impact,Low
Product,PROD518
Country,us
Owner_Country,USA
time_from_start,329.01
time_from_previous_event(start),0.023
daytime,42266.301
weekday,Friday
# ACTIVITY=In Progress,5
# ACTIVITY=Awaiting Assignment,4
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
