,0
SR_Number,1-717845096
Status,-250.60333446690552
ACTIVITY,-177.4650776779417
Involved_ST_Function_Div,90.77271714460252
Involved_Org_line_3,-47.88015040129669
Involved_ST,-19.259945298302654
SR_Latest_Impact,1367.9568184265593
Product,481.92490919229215
Country,914.0345930227545
Owner_Country,-68.72632304097746
time_from_start,-470.7928595386395
time_from_previous_event(start),2.9366535917415257
daytime,16638.08858379378
weekday,-14.165371910295539
# ACTIVITY=In Progress,-57.24197168342738
# ACTIVITY=Awaiting Assignment,-0.949224118037576
# ACTIVITY=Resolved,2.7586982767257333
# ACTIVITY=Assigned,58.78228654209035
# ACTIVITY=Closed,2.9901871398144038
# ACTIVITY=Wait - User,29.89200926215557
# ACTIVITY=Wait - Implementation,11.789145488810462
# ACTIVITY=Wait,32.28214337248368
# ACTIVITY=Wait - Vendor,1.954277440941496
# ACTIVITY=In Call,0.8083322712366373
# ACTIVITY=Wait - Customer,0.7139913076056404
# ACTIVITY=Unmatched,1.0035136629463289e-05
# ACTIVITY=Cancelled,0.0
