,3
SR_Number,1-731336210
Status,Accepted
ACTIVITY,In Progress
Involved_ST_Function_Div,A2_3
Involved_Org_line_3,Org line A2
Involved_ST,N23 2nd
SR_Latest_Impact,Medium
Product,PROD532
Country,se
Owner_Country,Sweden
time_from_start,628.867
time_from_previous_event(start),623.616
daytime,43543.886
weekday,Friday
# ACTIVITY=In Progress,1
# ACTIVITY=Awaiting Assignment,2
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
