,2
SR_Number,1-731117221
Status,Accepted
ACTIVITY,Wait
Involved_ST_Function_Div,V3_2
Involved_Org_line_3,Org line C
Involved_ST,G96
SR_Latest_Impact,Low
Product,PROD261
Country,fr
Owner_Country,POLAND
time_from_start,1.717
time_from_previous_event(start),1.683
daytime,42882.287
weekday,Friday
# ACTIVITY=In Progress,2
# ACTIVITY=Awaiting Assignment,0
# ACTIVITY=Resolved,0
# ACTIVITY=Assigned,0
# ACTIVITY=Closed,0
# ACTIVITY=Wait - User,0
# ACTIVITY=Wait - Implementation,0
# ACTIVITY=Wait,0
# ACTIVITY=Wait - Vendor,0
# ACTIVITY=In Call,0
# ACTIVITY=Wait - Customer,0
# ACTIVITY=Unmatched,0
# ACTIVITY=Cancelled,0
