,0
SR_Number,1-730772841
Status,-262.35815062272036
ACTIVITY,-176.51432787258466
Involved_ST_Function_Div,5.35946285937456
Involved_Org_line_3,-184.61546427195657
Involved_ST,-115.77366193560104
SR_Latest_Impact,-114.72929030220351
Product,-91.77436456003937
Country,-206.74222912077013
Owner_Country,-310.97756322509116
time_from_start,-461.8469507879062
time_from_previous_event(start),17.337589474637408
daytime,15043.939976434473
weekday,-8.29227706855585
# ACTIVITY=In Progress,-58.994270877141425
# ACTIVITY=Awaiting Assignment,13.504570851852101
# ACTIVITY=Resolved,5.669637550486807
# ACTIVITY=Assigned,35.376312983166656
# ACTIVITY=Closed,2.75214502930153
# ACTIVITY=Wait - User,32.899609974027555
# ACTIVITY=Wait - Implementation,9.63184561662539
# ACTIVITY=Wait,27.2876546923655
# ACTIVITY=Wait - Vendor,1.4522356016213358
# ACTIVITY=In Call,1.8224166136208326
# ACTIVITY=Wait - Customer,0.4060077338267726
# ACTIVITY=Unmatched,-1.5166757718355169e-05
# ACTIVITY=Cancelled,0.0
